scenario,seed,method,mse,log_score,coverage90,mean_width90,within_variance,between_variance,weight_sir,weight_tv_sir,weight_ude_sir_h2,weight_neural_ode_h2
early_seir_infected_only,16,aic,0.0018534261919449305,1.8157889949371337,1.0,0.13442263821421516,0.0018422429905490447,4.1261113609087375e-06,0.8745922008063711,0.1252901300776669,0.00010797334711721699,9.695768844731503e-06
early_seir_infected_only,16,bic,0.001823998011326364,1.8264931439277137,1.0,0.13262512334098228,0.0017987141322337561,2.1737017050861943e-06,0.9379441168050389,0.06205220302168764,3.5793020002396983e-06,1.0087127339238633e-07
early_seir_infected_only,16,gic_evid,0.0018038540726581587,1.8332082001156824,1.0,0.13184731343845923,0.0017807730621433161,1.3453893871378887e-06,0.48964965050514664,0.03108377656655215,0.4792121497400647,5.4423188236425705e-05
early_seir_infected_only,16,stacking,0.0017827130024328233,1.8402939509245007,1.0,0.13105234835552101,0.0017631794267649336,2.91943676785642e-13,4.756565882192436e-09,2.2521659133239907e-10,0.9999999949392144,7.900302349374058e-11
early_seir_infected_only,16,hard_gic_pred,0.0017954576707141668,1.837069680169863,1.0,0.13082165002512544,0.0017559911986165687,0.0,1.0,0.0,0.0,0.0
early_seir_infected_only,17,equal,0.0027045305695221765,1.4855909989380602,1.0,0.1401770753796985,0.0012672562130510484,0.0006381026600320193,0.25,0.25,0.25,0.25
early_seir_infected_only,17,aic,0.0013575019006010084,1.8800116892914744,1.0,0.11904994572902367,0.0014072232946732502,1.156546117385336e-05,0.8119901898763529,0.1879065736459008,0.00010048202337003361,2.7544543762847324e-06
early_seir_infected_only,17,bic,0.0013230198533463204,1.9024677575706983,1.0,0.11651511777977279,0.0013513067177620692,6.605905439593323e-06,0.9034444374581941,0.0965520770046639,3.4558067839730928e-06,2.973035781672728e-08
early_seir_infected_only,17,gic_evid,0.0013019822626045437,1.9148931954432464,1.0,0.11525009483523019,0.0013244963952609183,3.8066440627224196e-06,0.477941027019255,0.05264235219866171,0.4694142477183055,2.3730637777757953e-06
early_seir_infected_only,17,stacking,0.0012879613284612977,1.926199395653925,1.0,0.11368448515211166,0.0012922067729872146,5.646547110888755e-13,0.9999999920442776,1.8108483740136983e-10,7.61914978041595e-09,1.55487733318815e-10
early_seir_infected_only,17,hard_gic_pred,0.0012775074515252074,1.929744889192791,1.0,0.11368569741254135,0.0012923531018028385,0.0,0.0,0.0,1.0,0.0
early_seir_infected_only,18,equal,0.002388803022716169,1.6488324393614768,1.0,0.15155541035965453,0.0015054395322079176,0.0007254497019330515,0.25,0.25,0.25,0.25
early_seir_infected_only,18,aic,0.0011501107079443823,2.006664987628464,1.0,0.13537797132634324,0.0017880870654656865,8.462270868382166e-05,0.6939519133684404,0.3059602323408704,8.580561485128934e-05,2.048675837898196e-06
early_seir_infected_only,18,bic,0.0009845827584993828,2.0594245196851593,1.0,0.1299419717246185,0.0016684059305202492,5.6005469918895276e-05,0.8308294758964913,0.1691673248348037,3.1754745848688466e-06,2.3794120171781967e-08
early_seir_infected_only,18,gic_evid,0.000848846838979752,2.1097182296616324,1.0,0.1246780945372336,0.001565498280192637,1.9294574129323353e-05,0.4793064817439912,0.050549758424239255,0.47014137596801,2.3838637595641444e-06
early_seir_infected_only,18,stacking,0.001388791335592909,1.9425332213000548,1.0,0.14152445417765955,0.001944434144643013,9.952462063642423e-05,0.5153428725424604,0.48465689542045365,2.320370860144328e-07,3.3659575593133236e-75
early_seir_infected_only,18,hard_gic_pred,0.0007917315184378611,2.1331704740911506,1.0,0.1222637407829797,0.0015222601810913558,0.0,0.0,0.0,1.0,0.0
